id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
13,a,,,7.5,16,10,0,0,0,0,14.2,29,11,8,0,4.0,85,39,0,29,2.7,128,57,0.4,1.1,0,59473,2201,421278,14665,2.7,2.7,0.07,0.18,0.25,0.39,0.04,0.11,0.15,0.23,30.8,134,49,34.0,67,46,2.0,246,120,6.7,128,64,1.0,1.0,,3,,Declan,Rice,Rice,,,151,0,0,2,0,0,0,0,0,0,0,2,18,,,,0.0,1.19,0.0,1.19,10.73,3,5,10
14,a,,,6.4,51,35,0,0,-1,1,1.4,155,47,2,0,1.0,357,169,0,10,0.7,307,146,0.1,0.3,0,14737,750,87290,2226,0.7,0.7,0.04,0.07,0.11,0.39,0.06,0.11,0.17,0.59,1.6,316,142,3.8,220,120,3.0,215,104,0.7,307,140,,3.0,,3,,Eberechi,Eze,Eze,,,59,0,0,0,0,0,0,0,0,0,0,0,5,,,,0.0,0.0,0.0,0.0,7.63,0,0,5
15,a,,,6.6,32,21,0,0,1,-1,11.1,37,13,14,0,7.0,23,9,3,54,4.7,46,22,0.7,2.1,0,419715,10503,220212,10750,4.7,4.7,0.29,0.17,0.46,0.39,0.18,0.11,0.29,0.24,57.4,37,17,48.3,33,27,36.0,53,31,14.2,29,23,4.0,4.0,3.0,3,,Martin,Ødegaard,Ødegaard,,,145,1,0,2,0,0,0,0,0,0,0,2,13,,,,0.0,1.24,0.0,1.24,8.07,5,3,5
16,a,,,6.3,55,39,0,0,-2,2,0.2,316,112,1,0,1.0,355,167,0,8,0.3,374,175,0.0,0.2,0,3011,323,16729,425,0.3,0.3,0.0,0.04,0.04,0.15,0.0,0.16,0.16,0.61,9.4,237,99,43.1,44,35,0.0,638,279,5.3,163,77,6.0,,,3,,Noni,Madueke,Madueke,,,22,0,0,0,0,0,0,0,0,0,0,0,2,,,,0.0,0.0,0.0,0.0,8.18,0,0,2
17,a,,,5.9,92,60,0,0,-1,1,0.5,253,84,2,0,1.0,345,160,0,12,0.7,301,142,0.1,0.3,0,5792,309,30146,1020,0.7,0.7,0.14,0.02,0.16,0.15,0.38,0.05,0.43,0.41,6.4,258,115,2.2,241,128,14.0,121,61,2.3,244,109,,,,3,,Mikel,Merino Zazón,Merino,,,33,0,0,0,0,0,0,0,0,0,0,0,6,,,,0.0,0.0,0.0,0.0,16.36,0,0,6
18,u,0.0,0.0,6.3,56,40,0,0,-2,2,0.1,394,149,0,0,0.0,643,284,0,0,0.0,643,284,0.0,0.0,0,2483,0,15335,1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642,283,0.0,642,283,0.0,639,280,0.0,642,283,,,,3,,Gabriel,Martinelli Silva,Martinelli,Has joined Al Hilal permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
19,a,,,5.4,221,137,0,0,-1,1,0.8,217,70,2,0,1.0,325,148,0,8,0.7,294,138,0.1,0.4,0,5361,297,41780,1171,0.7,0.7,0.0,0.02,0.02,0.15,0.0,0.07,0.07,0.5,8.6,241,101,3.2,226,123,0.0,574,236,1.2,288,129,,,,3,,Martín,Zubimendi Ibáñez,Zubimendi,,,27,0,0,0,0,0,0,0,0,0,0,0,5,,,,0.0,0.0,0.0,0.0,16.67,3,0,2
20,a,,,5.4,234,148,0,0,-1,1,0.1,468,185,0,0,0.0,614,263,0,0,0.0,614,263,0.0,0.0,0,1158,77,4481,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,257,0.0,602,258,0.0,582,243,0.0,606,258,,,,3,,Max,Dowman,Dowman,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
22,u,0.0,0.0,5.4,225,140,0,0,-1,1,0.0,600,254,0,0,0.0,612,261,0,0,0.0,612,261,0.0,0.0,0,233,0,835,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594,252,0.0,599,256,0.0,577,239,0.0,601,254,,,,3,,Ethan,Nwaneri,Nwaneri,Has joined Borussia Dortmund on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
23,u,0.0,0.0,5.5,157,94,0,0,0,0,0.0,607,257,0,0,0.0,622,268,0,0,0.0,622,268,0.0,0.0,0,255,0,598,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610,262,0.0,614,263,0.0,600,253,0.0,615,263,,,,3,,Fábio,Ferreira Vieira,Fábio Vieira,Has joined Hamburger SV permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
24,u,0.0,0.0,5.5,135,83,0,0,0,0,0.0,616,262,0,0,0.0,618,264,0,0,0.0,618,264,0.0,0.0,0,68,0,489,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605,258,0.0,608,259,0.0,591,246,0.0,610,259,,,,3,,Reiss,Nelson,Nelson,has departed the club as a free agent.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
25,a,,,7.3,23,8,0,0,-2,2,4.5,81,12,0,0,0.0,647,76,0,0,0.0,647,76,0.0,0.0,0,18051,1114,448462,9342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647,76,0.0,647,76,0.0,647,76,0.0,647,76,,,2.0,3,,Viktor,Gyökeres,Gyökeres,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
26,a,,,7.5,17,6,0,0,0,0,6.7,61,8,8,0,4.0,86,11,0,39,2.7,129,12,0.4,1.1,0,265260,5133,190434,10220,2.7,2.7,0.28,0.06,0.34,0.53,0.14,0.03,0.17,0.26,39.6,94,8,16.6,140,13,48.0,36,11,10.4,65,9,,,,3,,Kai,Havertz,Havertz,,,180,1,0,2,0,0,0,0,0,0,0,2,7,,,,0.0,1.0,0.0,1.0,3.5,0,2,5
27,u,0.0,0.0,5.9,93,24,0,0,-1,1,0.2,322,53,0,0,0.0,631,75,0,0,0.0,631,75,0.0,0.0,0,4164,0,20278,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623,70,0.0,626,73,0.0,616,71,0.0,626,73,,,,3,,Gabriel,Fernando de Jesus,G.Jesus,Has joined FC Barcelona permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
31,a,,,4.4,569,154,0,0,-1,1,11.4,36,13,1,0,1.0,260,93,0,3,0.3,318,109,0.1,0.2,0,357238,36545,438545,9812,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,299,113,0.1,324,119,0.0,318,135,0.3,323,116,,,,3,,Ezri,Konsa Ngoyo,Konsa,,,11,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,8.18,0,1,0
452,d,75.0,75.0,6.8,31,20,0,0,-2,2,2.0,129,39,1,0,1.0,361,173,0,4,0.3,378,179,0.0,0.1,0,6591,195,193691,4354,0.2,0.2,0.0,0.01,0.01,0.0,0.0,0.05,0.05,0.0,1.4,320,145,0.8,294,149,2.0,245,119,0.4,322,147,5.0,,4.0,3,,Bruno,Guimarães Rodriguez Moura,Bruno G.,Knock - 75% chance of playing,,19,0,0,0,0,0,0,0,0,0,0,0,3,,,,0.0,0.0,0.0,0.0,14.21,0,0,3
557,a,,,6.5,38,26,0,0,0,0,18.9,16,8,6,0,3.0,138,56,0,31,2.0,176,81,0.3,0.9,0,332188,4117,796559,47535,2.0,2.0,0.19,0.15,0.34,0.16,0.14,0.11,0.25,0.12,17.0,195,76,51.6,30,25,34.0,56,32,10.3,67,41,3.0,,,3,,Christos,Tzolis,Tzolis,,,120,0,1,1,0,0,0,0,1,0,0,2,9,,,,0.0,0.75,0.0,1.5,6.75,1,3,5
29,a,,,4.5,426,24,0,0,0,0,0.1,382,46,1,0,1.0,265,22,0,1,0.3,321,22,0.1,0.2,0,3295,144,3375,119,0.3,0.3,0.0,0.0,0.0,3.77,0.0,0.0,0.0,3.77,28.2,138,15,0.0,391,26,0.0,323,25,2.8,223,15,,,,3,,Marco,Bizot,M.Bizot,,,90,0,0,0,4,0,0,0,0,0,3,1,0,,,,3.0,0.0,4.0,1.0,0.0,0,2,6
30,u,0.0,0.0,4.5,431,84,0,0,0,0,0.1,479,169,0,0,0.0,439,168,0,0,0.0,439,168,0.0,0.0,0,0,0,7219,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,160,0.0,394,158,0.0,327,140,0.0,410,160,,,,3,,Lucas,Digne,Digne,Has joined Paris Saint-Germain permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
32,a,,,4.5,458,100,0,0,0,0,7.0,59,24,1,0,0.5,369,127,0,0,0.3,325,114,0.1,0.2,0,71307,2701,188565,4931,0.3,0.3,0.15,0.01,0.16,4.81,0.08,0.01,0.09,2.59,26.0,149,67,2.9,230,73,7.0,164,56,3.6,206,80,1.0,,,3,,Matty,Cash,Cash,,,167,0,0,0,5,0,0,0,1,0,0,2,13,,,,0.0,0.0,2.69,1.08,7.01,6,7,1
33,a,,,4.5,443,88,0,0,0,0,0.4,279,104,1,0,1.0,267,98,0,5,0.3,323,112,0.1,0.2,0,6061,186,8633,290,0.3,0.3,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1.24,2.0,311,116,0.0,403,160,0.0,337,142,0.2,332,119,,,,3,,Tyrone,Mings,Mings,,,16,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,5.62,1,0,0
34,a,,,4.5,484,119,0,0,0,0,0.4,266,97,2,0,1.0,274,105,0,-8,0.7,269,95,0.2,0.4,0,7352,266,9679,283,0.7,0.7,0.0,0.01,0.01,4.59,0.0,0.01,0.01,2.53,11.0,229,94,1.5,265,91,0.0,361,157,1.2,286,103,,,,3,,Pau,Torres,Pau,,,163,0,0,0,5,0,0,0,0,0,0,2,9,,,,0.0,0.0,2.76,1.1,4.97,1,8,9
35,a,,,5.0,343,205,0,0,0,0,0.1,469,186,1,0,1.0,308,134,0,3,0.3,349,160,0.1,0.2,0,1701,120,2346,105,0.3,0.3,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1.24,2.2,307,138,0.5,309,156,0.0,532,206,0.3,327,150,,,,3,,Lamare,Bogarde,Bogarde,,,16,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,5.62,0,1,0
36,a,,,4.5,492,126,0,0,0,0,0.7,221,83,1,0,0.5,370,128,0,-14,0.3,326,115,0.1,0.2,0,14381,543,18019,536,0.3,0.3,0.1,0.0,0.1,4.66,0.05,0.0,0.05,2.45,14.0,212,89,1.3,271,97,15.0,112,33,3.0,217,84,,,,3,,Ian,Maatsen,Maatsen,,,171,0,0,0,5,0,0,0,1,0,0,2,17,,,,0.0,0.0,2.63,1.05,8.95,5,12,4
37,a,,,4.5,455,97,0,0,0,0,0.3,302,112,0,0,0.0,452,172,0,-3,0.0,452,172,0.0,0.0,0,5188,202,7207,201,0.0,0.0,0.0,0.08,0.08,4.81,0.0,0.04,0.04,2.4,16.8,196,83,1.3,270,96,0.0,344,146,1.8,264,97,,,,3,,Victor,Lindelöf,Lindelöf,,,180,0,0,0,5,1,0,0,0,0,0,2,10,,,,0.0,0.0,2.5,1.0,5.0,1,9,2
38,a,,,4.0,646,208,0,0,0,0,1.7,138,58,0,0,0.0,431,162,0,0,0.0,431,162,0.0,0.0,0,26157,2647,31696,1096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392,154,0.0,384,152,0.0,312,129,0.0,402,154,,,,3,,Andrés,García,A.García,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
39,u,0.0,0.0,4.0,643,206,0,0,0,0,0.2,354,131,0,0,0.0,429,161,0,0,0.0,429,161,0.0,0.0,0,0,0,11481,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390,153,0.0,382,151,0.0,309,127,0.0,400,153,,,,3,,Kosta,Nedeljkovic,Nedeljkovic,Has joined Rangers on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
41,a,,,6.0,63,43,0,0,0,0,1.1,182,57,4,0,2.0,211,97,0,13,1.3,217,101,0.2,0.7,0,26619,1001,47658,1655,1.3,1.3,0.17,0.11,0.28,4.66,0.09,0.06,0.15,2.4,5.0,277,127,29.5,85,53,17.0,105,54,4.9,176,84,3.0,1.0,1.0,3,,Emiliano,Buendía Stati,Buendía,,,175,0,0,0,5,0,0,0,0,0,0,2,12,,,,0.0,0.0,2.57,1.03,6.17,2,3,7
44,u,0.0,0.0,5.4,205,126,0,0,-1,1,0.1,417,163,0,0,0.0,605,256,0,0,0.0,605,256,0.0,0.0,0,2096,0,7502,1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583,244,0.0,590,250,0.0,563,229,0.0,591,247,,,,3,,Leon,Bailey,Bailey,Has joined Olympiakos permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
45,a,,,5.4,200,122,0,0,-1,1,2.4,113,34,2,0,1.0,320,144,0,10,0.7,291,135,0.1,0.4,0,25845,1348,91816,2681,0.7,0.7,0.09,0.06,0.15,4.66,0.05,0.03,0.08,2.45,1.6,315,141,14.4,152,91,11.0,139,69,2.2,248,112,2.0,,,3,,John,McGinn,McGinn,,,171,0,0,0,5,0,0,0,2,0,0,2,10,,,,0.0,0.0,2.63,1.05,5.26,2,3,5
46,a,,,5.0,241,151,0,0,0,0,0.3,305,107,4,0,2.0,187,81,0,34,1.3,204,93,0.3,0.8,0,8032,413,7014,289,1.3,1.3,0.13,0.04,0.17,4.59,0.08,0.02,0.1,2.75,22.2,166,59,44.7,42,34,9.0,153,75,7.6,107,55,4.0,,,3,,Ross,Barkley,Barkley,,,150,0,0,0,5,0,0,0,0,0,0,2,11,,,,0.0,0.0,3.0,1.2,6.6,3,2,6
47,a,100.0,100.0,5.0,284,172,0,0,0,0,0.3,285,94,4,0,2.0,192,84,0,22,1.3,205,94,0.3,0.8,0,8013,463,10980,460,1.3,1.3,0.0,0.03,0.03,4.81,0.0,0.02,0.02,2.4,21.8,170,63,17.0,137,83,0.0,491,185,3.9,196,88,,,,3,,Boubacar,Kamara,Kamara,,,180,0,0,0,5,0,0,0,0,0,0,2,15,,,,0.0,0.0,2.5,1.0,7.5,3,6,6
48,i,0.0,0.0,5.0,301,180,0,0,0,0,0.0,574,237,0,0,0.0,566,233,0,0,0.0,566,233,0.0,0.0,0,312,15,1146,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540,217,0.0,544,223,0.0,504,192,0.0,548,220,,,,3,,Amadou,Onana,Onana,Knee injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
49,u,0.0,0.0,5.0,312,186,0,0,0,0,0.0,643,282,0,0,0.0,571,236,0,0,0.0,571,236,0.0,0.0,0,0,0,188,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546,221,0.0,551,227,0.0,512,196,0.0,554,224,,,,3,,Samuel,Iling-Junior,Iling Jr,Has joined Bolton Wanderers on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
50,a,,,4.5,564,286,0,0,0,0,0.7,234,80,0,0,0.0,517,202,0,0,0.0,517,202,0.0,0.0,0,13183,965,16536,655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,183,0.0,484,191,0.0,429,149,0.0,493,187,,,,3,,Bradley,Burrowes,Burrowes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
51,a,,,4.5,545,277,0,0,0,0,1.0,195,60,4,0,2.0,184,79,0,17,1.3,202,92,0.3,0.9,0,48792,3644,21248,1329,1.3,1.3,0.0,0.01,0.01,4.78,0.0,0.01,0.01,2.69,12.4,222,91,15.9,144,86,2.0,224,106,3.0,218,96,,,,3,,George,Hemmings,George Hemmings,,,160,0,0,0,5,0,0,0,0,0,0,2,11,,,,0.0,0.0,2.81,1.12,6.19,5,0,6
52,a,,,5.0,378,230,0,0,0,0,0.0,499,203,1,0,0.5,373,178,0,7,0.3,354,165,0.1,0.2,0,1236,66,1592,67,0.3,0.3,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.53,5.2,270,122,0.8,293,148,2.0,236,112,0.8,301,135,,,,3,,Alysson Edward Franco,da Rocha dos Santos,Alysson,,,27,0,0,0,0,0,0,0,1,0,0,0,5,,,,0.0,0.0,0.0,0.0,16.67,2,1,2
53,i,0.0,0.0,5.9,115,75,0,0,-1,1,0.1,385,142,0,0,0.0,635,277,0,0,0.0,635,277,0.0,0.0,0,628,55,14124,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631,276,0.0,631,276,0.0,626,272,0.0,632,276,,,,3,,Johan,Manzambi,Manzambi,Knee injury - Expected back 12 Sep,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
54,s,0.0,0.0,5.5,161,97,0,0,0,0,0.0,516,213,-2,0,-2.0,652,289,0,-2,-0.7,652,289,-0.1,-0.4,0,250,6,3138,70,0.0,0.0,0.0,0.01,0.01,2.58,0.0,0.02,0.02,5.95,1.0,327,149,11.0,179,102,0.0,601,254,1.2,289,130,,,,3,,Joao,Gomes,Gomes,Suspended until 19 Sep,,39,0,0,0,4,0,0,0,0,1,0,1,7,,,,0.0,0.0,9.23,2.31,16.15,4,1,2
55,u,0.0,0.0,7.8,13,4,0,0,-2,2,4.0,87,13,0,0,0.0,651,78,0,0,0.0,651,78,0.0,0.0,0,14882,0,615131,29292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651,78,0.0,651,78,0.0,651,78,0.0,651,78,,,,3,,Ollie,Watkins,Watkins,Has joined Al Hilal permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
56,a,100.0,100.0,5.5,129,33,0,0,0,0,0.1,370,56,1,0,1.0,334,37,0,3,0.3,364,43,0.1,0.2,0,6309,787,5670,236,0.3,0.3,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.09,0.0,603,64,1.3,276,36,0.0,588,66,0.1,347,40,,,,3,,Tammy,Abraham,Abraham,,,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
160,a,,,5.9,107,68,0,0,-1,1,0.4,262,87,2,0,1.0,349,163,0,5,0.7,304,144,0.1,0.3,0,4833,255,23477,821,0.7,0.7,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.79,0.2,338,157,2.0,251,131,0.0,623,269,0.2,338,157,,,,3,,Alejandro,Garnacho Ferreyra,Garnacho,,,16,0,0,0,0,0,0,0,0,0,0,0,2,,,,0.0,0.0,0.0,0.0,11.25,0,0,2
166,a,,,6.5,45,11,0,0,0,0,1.0,191,31,2,0,2.0,215,23,0,11,0.7,309,39,0.1,0.3,0,82915,3710,23737,1302,0.7,0.7,0.0,0.1,0.1,1.01,0.0,0.13,0.13,1.3,4.2,285,27,5.9,204,26,2.0,244,37,1.2,290,34,,,,3,,Nicolas,Jackson,N.Jackson,,,70,0,0,0,1,0,0,0,0,0,0,1,3,,,,0.0,0.0,1.29,1.29,3.86,0,0,3
582,i,0.0,0.0,5.5,198,46,0,0,0,0,0.3,294,50,0,0,0.0,628,73,0,0,0.0,628,73,0.0,0.0,0,2119,59,18902,622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619,67,0.0,623,71,0.0,613,69,0.0,623,71,,,,3,,Brian,Madjo,Madjo,Unspecified injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
