player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
584,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,70.0,0.0,0.0,,,0.1,,,,0.0,33.0,20.0,83.0,0.0,2.0,1.0,100.0,1.0,100.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,50.0,0.0,0.0,,0.0,,,,,,,,1.0,,,,,,,,,0,70,2,0.0,0,,,,,,,
194,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,20.0,0.0,0.0,1.0,0.1,,0.0,,,3.0,10.0,3.0,100.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,0.0,3.0,1.0,2.0,67.0,1.0,100.0,2.0,2.0,,,,,,,,0.0,,,,,,,,,70,90,0,0.0,0,,,,,,,
186,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,28.0,1.0,0.0,1.0,0.9,0.14,1.0,,,3.0,13.0,6.0,100.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,1.0,100.0,3.0,75.0,1.0,0.0,,,,,,,,0.0,,,,,,,0.97,,62,90,0,0.0,0,,,,,,,
188,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,90.0,1.0,1.0,1.0,0.79,0.62,1.0,,,2.0,88.0,66.0,90.0,3.0,6.0,2.0,100.0,8.0,80.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,3.0,75.0,1.0,100.0,,0.0,,,,,,,,0.0,,,,,,,0.99,,0,90,2,1.0,0,,,,,,,
179,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,90.0,0.0,0.0,1.0,0.01,0.19,1.0,,,1.0,58.0,33.0,89.0,2.0,1.0,2.0,67.0,2.0,67.0,0.0,0.0,2.0,0.0,1.0,,1.0,3.0,3.0,0.0,0.0,3.0,75.0,,1.0,,,,,,,,0.0,,,,,,,0.04,,0,90,2,0.0,0,,,,,,,
174,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,90.0,0.0,0.0,1.0,0.01,0.06,0.0,,,2.0,108.0,72.0,79.0,1.0,17.0,0.0,0.0,9.0,47.0,1.0,4.0,2.0,0.0,4.0,3.0,1.0,7.0,4.0,5.0,56.0,2.0,100.0,3.0,2.0,,,,,,,,0.0,,,,,,,,,0,90,2,0.0,0,,,,,,,
187,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,20.0,0.0,0.0,,,0.01,,,,0.0,27.0,18.0,90.0,0.0,2.0,,,1.0,50.0,2.0,0.0,1.0,0.0,0.0,,0.0,6.0,2.0,6.0,86.0,0.0,0.0,4.0,1.0,,,,,,,,0.0,,,,,,,,,70,90,0,0.0,0,,,,,,,
185,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,90.0,0.0,0.0,1.0,0.07,0.55,0.0,,,1.0,53.0,22.0,76.0,1.0,5.0,1.0,25.0,1.0,25.0,1.0,1.0,2.0,0.0,0.0,,0.0,6.0,6.0,5.0,45.0,1.0,100.0,3.0,2.0,,,,,,,,2.0,,,,,,,,,0,90,2,0.0,0,,,,,,,
183,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,62.0,1.0,0.0,3.0,0.21,0.03,1.0,,,3.0,40.0,23.0,88.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,,0.0,5.0,4.0,5.0,71.0,0.0,0.0,3.0,0.0,,,,,,,,0.0,,,,,,,0.24,,0,62,2,0.0,0,,,,,,,
175,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0,,,,,,,
173,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,45.0,0.0,0.0,,,0.01,,,,1.0,51.0,43.0,91.0,0.0,6.0,,,1.0,50.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,1.0,100.0,0.0,,1.0,0.0,,,,,,,,0.0,,,,,,,,,0,46,1,0.0,0,,,,,,,
182,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,45.0,0.0,0.0,,,0.2,,,,0.0,50.0,31.0,82.0,0.0,7.0,,,3.0,33.0,0.0,1.0,4.0,0.0,5.0,5.0,0.0,4.0,2.0,0.0,0.0,4.0,80.0,,1.0,,,,,,,,0.0,,,,,,,,,46,90,1,0.0,0,,,,,,,
190,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0,,,,,,,
599,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,20.0,0.0,0.0,,,,,,,0.0,7.0,3.0,75.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,2.0,100.0,2.0,67.0,1.0,0.0,,,,,,,,0.0,,,,,,,,,70,90,0,0.0,0,,,,,,,
575,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,70.0,0.0,1.0,,,0.22,,,,0.0,59.0,36.0,84.0,1.0,5.0,,,2.0,67.0,0.0,2.0,4.0,0.0,0.0,,0.0,2.0,4.0,2.0,40.0,0.0,0.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,0,70,2,0.0,0,,,,,,,
556,26-27-efl-cup-stoke-city-vs-hull-city-2026-08-24,77.0,0.0,0.0,,,0.21,,,,0.0,66.0,51.0,89.0,2.0,10.0,,,7.0,64.0,1.0,0.0,8.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,25.0,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,0,77,1,0.0,0,,,,,,,
576,26-27-efl-cup-stoke-city-vs-hull-city-2026-08-24,13.0,0.0,0.0,,,0.03,,,,0.0,11.0,6.0,100.0,1.0,1.0,1.0,100.0,1.0,100.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,50.0,0.0,,1.0,0.0,,,,,,,,1.0,,,,,,,,,77,121,0,0.0,0,,,,,,,
574,26-27-efl-cup-stoke-city-vs-hull-city-2026-08-24,59.0,0.0,0.0,2.0,0.07,0.01,1.0,,,3.0,31.0,18.0,82.0,0.0,2.0,,,2.0,100.0,1.0,0.0,3.0,0.0,2.0,2.0,3.0,2.0,5.0,1.0,25.0,1.0,33.0,,0.0,,,,,,,,0.0,,,,,,,0.15,,0,59,1,0.0,0,,,,,,,
586,26-27-efl-cup-stoke-city-vs-hull-city-2026-08-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0,,,,,,,
585,26-27-efl-cup-stoke-city-vs-hull-city-2026-08-24,90.0,0.0,0.0,,,0.02,,,,0.0,108.0,87.0,90.0,0.0,5.0,,,1.0,17.0,1.0,3.0,7.0,1.0,4.0,1.0,0.0,3.0,4.0,1.0,50.0,2.0,40.0,,1.0,,,,,,,,0.0,,,,,,,,,0,121,1,0.0,0,,,,,,,
